Record_ID,Country,Year,Population,Disease_Name,Cases_Reported,Deaths_Reported,Recovered,Vaccination_Coverage_Pct,Healthcare_Expenditure_PctGDP,Urbanization_Rate_Pct,Avg_Temperature_C,Avg_Humidity_Pct
869,Pakistan,2020,226433719,Measles,254617,6010,240038,85.75,5.67,25.74,19.5,74.3
870,Pakistan,2021,224811452,Measles,287027,7365,277788,63.27,3.68,22.12,13.8,46.9
871,Pakistan,2022,228367974,Dengue,114764,766,110566,62.86,6.42,50.86,21.1,56.4
872,Pakistan,2023,220422154,Yellow Fever,27349,1567,25247,6.03,2.41,59.09,24.1,54.7
873,Pakistan,2024,227104521,Dengue,256764,3547,252138,68.17,3.97,36.28,14.5,50.0
874,Pakistan,2025,224787450,Measles,260307,3485,254353,89.63,3.93,39.52,22.5,43.1
875,Bangladesh,2007,146571967,Influenza,546910,1103,544733,80.42,6.75,46.74,20.3,43.4
876,Bangladesh,2008,142463631,Hepatitis A,69379,47,65983,94.41,6.74,63.83,12.8,52.8
877,Bangladesh,2009,144667334,Dengue,77050,433,72842,54.69,6.32,55.03,15.9,64.1
878,Bangladesh,2010,151104423,Measles,163569,3109,155845,94.69,3.35,37.4,20.9,67.2
879,Bangladesh,2011,146025234,Yellow Fever,66039,4640,60388,3.5,3.71,54.22,18.9,51.3
880,Bangladesh,2012,150515960,COVID-19,8256035,73210,7797630,0.0,3.43,64.9,24.3,62.8
881,Bangladesh,2013,155651581,Hepatitis A,204799,175,203557,89.91,6.52,21.35,19.7,65.6
882,Bangladesh,2014,157479821,Ebola,4369,1607,2701,89.29,4.16,60.76,22.0,49.1
883,Bangladesh,2015,156014346,Ebola,13681,3174,10198,71.75,4.0,34.58,12.8,56.4
884,Bangladesh,2016,153458511,Malaria,709381,14558,659919,42.0,6.6,41.77,20.2,65.5
885,Bangladesh,2017,157455656,Malaria,743770,15164,705269,44.78,6.97,60.88,13.0,46.9
886,Bangladesh,2018,162786396,Hepatitis A,42960,34,41605,85.5,6.3,50.73,23.6,45.2
887,Bangladesh,2019,165015090,Influenza,170665,344,163650,52.4,3.13,39.21,17.6,74.0
888,Bangladesh,2020,168008796,Ebola,13376,1767,11600,46.86,3.98,35.94,22.7,68.8
889,Bangladesh,2021,170238953,Zika,59810,47,57433,66.32,3.62,53.92,12.0,47.3
890,Bangladesh,2022,172139345,Cholera,5981,152,5783,84.86,6.95,48.41,12.8,65.7
891,Bangladesh,2023,167722643,COVID-19,13290441,75284,12784710,95.0,3.36,50.77,17.4,43.7
892,Bangladesh,2024,172389564,Cholera,42386,980,40328,55.78,4.0,45.69,20.8,63.0
893,Bangladesh,2025,174749440,Yellow Fever,57550,1718,54203,36.73,3.71,39.27,10.3,72.7
894,Sri Lanka,2007,18750666,Malaria,55616,1693,52070,43.91,6.33,42.33,12.0,63.2
895,Sri Lanka,2008,19584791,Influenza,43515,51,43106,66.98,4.42,23.6,19.0,67.0
896,Sri Lanka,2009,19143081,Influenza,33678,27,32589,71.44,6.58,51.18,13.0,61.1
897,Sri Lanka,2010,19099748,Yellow Fever,453,31,411,15.13,6.97,45.34,16.8,72.3
898,Sri Lanka,2011,19127463,Ebola,553,113,414,63.09,3.01,60.07,16.4,74.7
899,Sri Lanka,2012,19298586,Measles,1194,21,1167,82.22,5.25,26.18,20.4,47.8
900,Sri Lanka,2013,19898178,Cholera,4367,84,4220,68.85,6.25,57.82,21.5,61.4
901,Sri Lanka,2014,20149398,COVID-19,1749161,19357,1695213,0.0,6.64,46.51,21.3,48.5
902,Sri Lanka,2015,20396235,Measles,16246,275,15630,81.19,4.39,62.08,24.8,63.4
903,Sri Lanka,2016,21135046,Zika,633,1,608,66.34,3.51,58.32,15.2,50.0
904,Sri Lanka,2017,20833403,Yellow Fever,4459,248,4085,32.92,2.71,53.18,15.3,44.8
905,Sri Lanka,2018,21536387,Malaria,42741,1254,39413,44.34,4.87,29.83,11.0,64.7
906,Sri Lanka,2019,20979795,Zika,1940,1,1874,47.47,6.29,28.77,16.9,46.4
907,Sri Lanka,2020,20994038,Yellow Fever,6891,351,6230,37.98,3.57,51.85,12.1,70.1
908,Sri Lanka,2021,22313374,Yellow Fever,736,54,680,9.14,5.97,57.56,24.2,45.7
909,Sri Lanka,2022,21643081,Zika,10623,6,10545,47.39,4.01,64.62,13.2,70.7
910,Sri Lanka,2023,21749114,Cholera,5329,109,5058,59.11,6.07,31.21,21.2,46.1
911,Sri Lanka,2024,21806826,COVID-19,514734,3209,503907,95.0,6.86,46.17,21.1,75.0
912,Sri Lanka,2025,22891873,Dengue,43848,456,41793,92.71,6.16,41.43,19.5,57.3
913,Nepal,2007,25668194,Measles,15011,264,14636,77.7,6.66,28.09,14.7,41.4
914,Nepal,2008,25493968,Hepatitis A,29383,37,28179,45.49,2.42,64.07,11.8,56.0
915,Nepal,2009,26300456,Zika,11074,4,10686,83.89,6.66,46.92,15.3,60.6
916,Nepal,2010,26559611,Hepatitis A,13916,7,13593,49.0,3.8,33.02,12.2,53.1
917,Nepal,2011,26810338,Yellow Fever,26,1,25,36.19,2.09,42.6,17.8,57.8
918,Nepal,2012,25996453,Hepatitis A,16539,25,16144,54.16,5.51,28.17,16.4,63.0
919,Nepal,2013,27207436,Influenza,27468,75,26914,44.6,6.05,26.02,19.8,60.0
920,Nepal,2014,26968265,Influenza,128587,163,125446,79.61,2.77,38.39,22.4,65.3
921,Nepal,2015,27388844,Influenza,71632,51,70605,69.39,6.25,51.7,12.4,68.7
922,Nepal,2016,27286269,Malaria,23619,467,22563,62.08,6.47,24.68,18.7,58.6
923,Nepal,2017,27401476,Measles,172,5,163,89.12,4.6,54.92,24.4,62.3
924,Nepal,2018,28256812,Measles,9206,122,8996,60.6,5.45,22.05,12.4,48.9
925,Nepal,2019,28045758,Cholera,31759,571,30221,93.72,3.39,51.08,11.4,45.6
926,Nepal,2020,29086221,Cholera,1335,28,1295,61.78,6.36,20.17,19.5,51.4
927,Nepal,2021,29968876,Influenza,3182,4,3169,61.9,5.49,27.38,16.9,55.3
928,Nepal,2022,29010134,Cholera,29170,740,27693,74.92,6.42,63.36,23.7,66.3
929,Nepal,2023,29797833,Yellow Fever,9837,512,9277,21.62,4.54,63.69,15.2,46.5
930,Nepal,2024,29386806,Hepatitis A,24976,34,24480,72.01,2.03,60.45,18.1,43.5
931,Nepal,2025,29702179,Measles,41124,615,39085,72.25,4.49,53.05,10.2,65.1
932,Myanmar,2007,47097246,Influenza,128093,202,124270,92.38,3.72,30.06,14.1,55.2
933,Myanmar,2008,48607088,Dengue,86577,1101,82991,61.8,2.11,20.17,21.7,56.0
934,Myanmar,2009,47971511,Ebola,4101,828,3180,91.9,3.72,37.94,18.7,68.3
935,Myanmar,2010,48278241,Malaria,7276,94,6860,41.73,3.99,63.25,10.6,54.0
936,Myanmar,2011,48074442,Zika,13703,9,13666,66.54,5.33,44.34,13.6,60.8
937,Myanmar,2012,50929118,Ebola,1939,241,1665,61.47,5.39,24.58,23.3,67.2
938,Myanmar,2013,48908014,COVID-19,642561,6914,619498,0.0,4.4,52.45,10.3,44.1
939,Myanmar,2014,52024754,Ebola,1350,242,1068,91.6,3.97,32.34,15.1,54.8
940,Myanmar,2015,50991415,Yellow Fever,15603,726,14738,37.56,2.9,47.4,15.0,47.5
941,Myanmar,2016,50427688,Measles,51294,1410,49290,67.88,2.03,57.37,24.5,50.1
942,Myanmar,2017,51362239,COVID-19,2322153,33064,2214770,0.0,5.17,40.85,12.4,67.0
943,Myanmar,2018,53671287,Zika,22530,15,22401,46.36,4.51,42.02,19.2,55.7
944,Myanmar,2019,52028921,Dengue,88714,589,86181,69.09,5.72,52.95,11.7,67.6
945,Myanmar,2020,54261082,Ebola,1313,239,1040,63.17,6.37,23.09,13.0,68.9
946,Myanmar,2021,56112070,Zika,13563,3,13000,63.91,3.58,22.82,12.7,55.6
947,Myanmar,2022,56181816,Measles,66283,890,64468,73.35,2.44,41.56,21.1,72.7
948,Myanmar,2023,55932851,Hepatitis A,108463,102,105056,71.63,5.95,51.03,11.7,58.6
949,Myanmar,2024,55275131,Zika,18278,5,17679,61.44,5.68,43.16,17.8,61.7
950,Myanmar,2025,57036631,Hepatitis A,107837,145,103149,42.82,2.72,39.85,18.8,65.6
951,Thailand,2007,62106344,Hepatitis A,115564,144,112363,90.37,5.05,54.86,22.8,49.3
952,Thailand,2008,63092588,Cholera,13263,251,12498,71.8,6.44,74.58,28.7,42.8
953,Thailand,2009,64201457,COVID-19,2308679,15214,2194026,0.0,7.7,62.56,23.8,67.6
954,Thailand,2010,63967006,Malaria,438667,5511,420530,83.3,4.32,52.46,28.9,44.4
955,Thailand,2011,63264059,Hepatitis A,108192,141,107820,58.03,7.52,53.98,27.7,47.2
956,Thailand,2012,66321977,Malaria,289916,4877,273465,43.32,4.03,55.02,24.6,70.6
957,Thailand,2013,65810767,Yellow Fever,19283,616,18301,9.84,7.83,63.4,27.3,69.3
958,Thailand,2014,64683826,Cholera,129295,3324,124314,84.94,6.73,47.3,29.1,61.8
959,Thailand,2015,65896596,Ebola,2539,685,1854,66.97,4.86,52.92,25.9,47.3
960,Thailand,2016,67305393,Influenza,229254,399,228341,67.24,5.04,67.69,29.3,70.1
961,Thailand,2017,66608844,Dengue,197818,1636,188778,64.95,7.38,48.7,24.1,46.9
962,Thailand,2018,70514060,Yellow Fever,26714,1342,24674,2.6,5.97,61.45,25.5,66.2
963,Thailand,2019,68200943,Zika,3905,3,3741,88.03,7.88,50.59,23.0,44.7
964,Thailand,2020,71973531,Measles,25180,443,24386,60.69,6.83,59.84,26.7,64.6
965,Thailand,2021,69255857,Malaria,690696,14427,660190,72.31,6.94,59.24,28.0,74.4
966,Thailand,2022,70050262,Hepatitis A,24768,16,24092,74.2,4.14,54.16,26.2,43.5
967,Thailand,2023,72012417,Yellow Fever,1271,98,1147,5.42,6.28,50.9,29.7,60.4
968,Thailand,2024,72736496,Dengue,73671,974,70287,49.44,4.37,51.13,28.5,59.8
969,Thailand,2025,71697168,Zika,14353,11,13934,70.09,7.97,47.05,28.7,55.9
970,Vietnam,2007,82948454,Measles,97845,1694,95101,80.57,5.78,26.39,27.9,72.8
971,Vietnam,2008,85075878,Dengue,141225,2050,135854,44.34,4.33,56.83,27.8,40.8
972,Vietnam,2009,86134547,Influenza,157028,304,155384,63.64,6.4,64.7,27.6,65.6
973,Vietnam,2010,86523562,Zika,429,0,424,68.11,3.15,56.94,26.5,43.1
974,Vietnam,2011,86203335,Hepatitis A,132831,197,131296,73.44,5.65,25.75,23.6,51.4
975,Vietnam,2012,88336406,Cholera,89206,2467,85989,94.88,3.0,52.71,27.5,66.0
976,Vietnam,2013,89544596,Dengue,158092,1767,151486,40.18,4.61,54.57,26.5,43.1
977,Vietnam,2014,93013994,Measles,104841,2654,99137,78.62,5.87,52.7,27.9,61.6
978,Vietnam,2015,93926610,Yellow Fever,19936,535,18807,33.65,4.95,32.48,23.8,55.2
979,Vietnam,2016,91785091,Malaria,427401,9298,400904,48.25,2.09,48.62,28.4,63.3
980,Vietnam,2017,93152721,Malaria,192039,3564,187052,42.95,2.29,26.21,29.0,65.2
981,Vietnam,2018,95311651,Influenza,439608,421,427519,67.54,2.35,31.79,24.6,44.8
982,Vietnam,2019,95224291,Cholera,176196,3745,171223,78.57,2.54,25.23,25.3,42.4
983,Vietnam,2020,99761897,Influenza,335983,261,334290,70.89,4.61,40.62,22.2,65.3
984,Vietnam,2021,100345260,Influenza,317656,612,310132,57.88,6.78,54.74,27.8,74.1
985,Vietnam,2022,100287931,Measles,66581,1479,63994,60.24,4.5,53.46,27.0,47.2
986,Vietnam,2023,97833882,Measles,60470,1113,56477,73.8,6.93,42.92,28.8,64.6
987,Vietnam,2024,103554204,Yellow Fever,45617,2329,41363,31.6,3.47,41.02,22.6,45.6
988,Vietnam,2025,101101433,Dengue,12135,185,11764,56.9,4.1,53.25,25.0,45.3
989,Malaysia,2007,27840999,Malaria,117694,3096,110816,44.84,4.49,65.12,26.9,81.6
990,Malaysia,2008,28451530,Zika,12120,10,11790,55.25,7.21,61.11,29.9,76.1
991,Malaysia,2009,27991124,Dengue,6942,35,6662,42.8,6.45,73.53,25.4,82.4
992,Malaysia,2010,28274756,Cholera,55738,1274,51922,42.72,4.36,53.28,29.5,73.1
993,Malaysia,2011,28803668,Ebola,2118,715,1387,94.32,5.42,66.46,29.8,84.9
994,Malaysia,2012,29696562,Zika,14105,5,13984,46.57,5.89,49.99,26.2,83.0
995,Malaysia,2013,28957770,Ebola,86,25,57,48.5,7.58,65.31,29.0,78.8
996,Malaysia,2014,30128101,Yellow Fever,13130,705,11983,28.65,5.47,55.56,28.9,77.5
997,Malaysia,2015,30002791,Dengue,52419,465,50201,61.03,5.41,58.68,25.2,77.1
998,Malaysia,2016,31087619,Yellow Fever,5649,210,5232,33.55,7.58,69.7,25.1,70.1
999,Malaysia,2017,30805404,Dengue,60049,761,57553,55.87,7.42,60.1,23.8,70.2
1000,Malaysia,2018,31558983,Malaria,129078,2702,123872,55.99,6.85,52.35,27.3,84.0
1001,Malaysia,2019,31778123,COVID-19,1202796,11164,1133949,0.0,5.28,52.4,24.7,81.2
1002,Malaysia,2020,32519222,Malaria,147706,2561,138212,42.51,6.69,62.96,23.3,81.0
1003,Malaysia,2021,32876100,Dengue,29565,197,28146,65.51,5.45,69.17,28.0,77.2
1004,Malaysia,2022,33079300,Cholera,15235,242,14644,49.96,4.2,61.88,24.7,81.6
1005,Malaysia,2023,32777405,Yellow Fever,7042,439,6553,37.82,7.44,66.19,29.5,73.1
1006,Malaysia,2024,33101304,Zika,6670,2,6581,90.52,6.09,56.8,27.4,72.6
1007,Malaysia,2025,34192139,COVID-19,1579042,21223,1523944,95.0,4.04,50.76,27.2,74.8
1008,Philippines,2007,95623034,Ebola,8191,1514,6331,66.23,6.3,53.73,23.0,80.9
1009,Philippines,2008,94851865,Influenza,57985,42,57467,82.87,2.79,59.74,25.0,74.3
1010,Philippines,2009,98012659,Zika,1473,0,1403,71.28,4.75,24.3,29.8,74.0
1011,Philippines,2010,100623113,Yellow Fever,46380,2216,42359,35.53,5.43,62.36,24.3,73.0
1012,Philippines,2011,99416901,Influenza,291973,489,283602,92.68,2.16,37.9,29.4,73.9
1013,Philippines,2012,101358947,Influenza,171288,269,170274,89.21,2.59,37.44,24.8,70.7
1014,Philippines,2013,98979226,Hepatitis A,41480,42,40146,74.46,3.87,40.37,22.0,82.9
1015,Philippines,2014,99619627,Yellow Fever,495,35,446,6.64,5.86,60.69,28.2,84.2
1016,Philippines,2015,102337635,Cholera,35512,377,34862,60.58,5.26,34.91,28.8,70.9
1017,Philippines,2016,103026340,Hepatitis A,143736,90,142255,82.67,2.96,27.3,28.8,75.9
1018,Philippines,2017,103460054,Influenza,296372,305,287476,64.44,3.67,46.93,24.5,83.1
1019,Philippines,2018,109746120,Hepatitis A,85137,109,81338,75.25,4.83,60.58,24.7,84.8
1020,Philippines,2019,105853967,Malaria,1017822,23032,974503,61.07,6.49,26.38,22.2,79.3
1021,Philippines,2020,110742599,Malaria,415021,9884,387290,59.5,3.59,32.19,27.8,72.1
1022,Philippines,2021,108765701,Hepatitis A,150649,117,149544,93.39,4.51,30.63,28.5,79.4
1023,Philippines,2022,111455760,COVID-19,5316236,73368,5041502,70.89,6.93,39.35,22.8,83.1
1024,Philippines,2023,112082268,Dengue,314194,2127,299895,78.47,5.55,41.5,25.2,72.6
1025,Philippines,2024,113305072,Zika,44561,23,44154,87.83,2.04,24.78,23.5,80.9
1026,Philippines,2025,117192157,Yellow Fever,741,53,685,22.79,2.88,20.52,22.1,80.5
1027,Singapore,2007,5107986,Yellow Fever,2111,59,1964,25.88,8.08,78.94,11.1,81.1
1028,Singapore,2008,4981251,Malaria,13614,230,13370,69.09,9.85,86.2,14.8,74.2
1029,Singapore,2009,5185178,Malaria,1458,14,1432,54.93,8.36,89.04,19.9,82.9
1030,Singapore,2010,5273869,Malaria,10848,132,10527,89.5,9.15,90.56,12.9,72.7
1031,Singapore,2011,5176827,Ebola,330,104,212,84.49,9.89,89.59,11.5,78.3
1032,Singapore,2012,5369940,Dengue,5536,29,5370,52.05,9.38,88.28,21.9,77.5
1033,Singapore,2013,5300108,Yellow Fever,1071,44,1002,7.91,9.74,87.0,10.9,70.2
1034,Singapore,2014,5281746,Dengue,9310,122,9173,82.96,9.91,76.32,20.1,70.7
1035,Singapore,2015,5467313,Ebola,231,48,176,87.09,11.51,79.36,16.2,77.0
1036,Singapore,2016,5446080,Yellow Fever,1396,124,1262,19.02,10.78,84.81,11.6,81.7
1037,Singapore,2017,5597923,Measles,2060,34,1999,74.87,10.04,78.59,15.9,79.7
1038,Singapore,2018,5555687,Cholera,10501,249,9930,82.41,9.81,86.0,16.5,73.3
1039,Singapore,2019,5747971,COVID-19,322734,2942,307821,0.0,9.26,91.9,14.8,70.3
1040,Singapore,2020,5576537,Measles,3617,61,3519,89.36,11.05,81.84,12.4,84.0
1041,Singapore,2021,5910195,Dengue,6985,66,6807,88.6,8.82,88.67,17.0,76.9
1042,Singapore,2022,5927032,Dengue,3923,17,3755,92.67,9.21,91.82,19.0,70.3
1043,Singapore,2023,5895823,Measles,617,14,574,69.5,10.25,83.71,21.6,79.9
1044,Singapore,2024,6001685,Cholera,898,29,857,52.2,8.46,90.01,17.9,83.0
1045,Singapore,2025,6044850,Dengue,3199,25,3166,72.95,8.62,85.72,10.6,83.2
1046,New Zealand,2007,4515891,Cholera,7805,218,7472,56.45,10.11,53.85,5.5,69.8
1047,New Zealand,2008,4528066,Ebola,277,49,220,89.19,11.43,27.72,12.1,53.7
1048,New Zealand,2009,4579584,Dengue,7627,63,7440,72.72,10.52,28.27,8.8,74.9
1049,New Zealand,2010,4500954,Ebola,92,28,64,52.26,9.46,20.4,13.3,49.3
1050,New Zealand,2011,4751647,Ebola,168,55,113,59.52,10.79,39.12,12.5,42.8
1051,New Zealand,2012,4791650,Zika,1342,2,1302,94.89,9.0,36.62,19.1,54.0
1052,New Zealand,2013,4888359,Influenza,10191,16,9929,90.13,11.55,60.73,7.0,41.8
1053,New Zealand,2014,4811474,Measles,2746,34,2665,81.36,10.36,60.04,14.0,68.7
1054,New Zealand,2015,4882522,Hepatitis A,4418,2,4214,63.86,9.2,31.12,12.9,41.7
1055,New Zealand,2016,4993069,Measles,5569,96,5460,94.26,10.79,61.85,7.2,61.6
1056,New Zealand,2017,4892082,Malaria,5672,96,5321,86.4,9.88,21.49,14.2,55.2
1057,New Zealand,2018,4964636,COVID-19,99899,778,96273,0.0,9.94,39.2,14.1,68.0
1058,New Zealand,2019,5067289,Hepatitis A,8568,7,8505,40.24,9.9,36.4,14.4,40.1
1059,New Zealand,2020,4977754,Hepatitis A,112,0,107,66.99,8.48,27.35,8.4,42.5
1060,New Zealand,2021,5187677,Cholera,4987,123,4675,49.86,8.18,51.28,17.5,66.0
1061,New Zealand,2022,5068591,Hepatitis A,4396,6,4390,54.9,9.73,39.98,19.4,54.6
1062,New Zealand,2023,5196276,Influenza,639,2,620,82.97,9.43,41.75,8.6,63.0
1063,New Zealand,2024,5172850,Zika,1410,2,1402,89.24,9.81,32.21,17.0,53.7
1064,New Zealand,2025,5413668,COVID-19,10725,66,10511,95.0,11.04,47.19,16.8,59.1
1065,Israel,2007,8190991,Influenza,16719,30,16457,93.47,10.97,49.7,18.0,40.4
1066,Israel,2008,8306798,Yellow Fever,802,20,775,39.42,9.2,58.25,17.5,57.8
1067,Israel,2009,8506076,Dengue,8434,91,8115,79.76,10.77,59.86,14.2,47.8
1068,Israel,2010,8599082,Malaria,16709,204,16009,62.18,9.18,40.47,20.3,74.6
1069,Israel,2011,8363509,Influenza,20368,29,19648,47.57,10.56,28.85,16.7,42.2
1070,Israel,2012,8754772,Yellow Fever,4456,281,4047,36.91,9.45,63.93,12.1,53.5
1071,Israel,2013,8481573,Zika,1609,0,1575,40.46,8.18,52.89,23.3,43.1
1072,Israel,2014,8502402,Yellow Fever,241,6,228,13.56,10.75,54.53,16.9,53.0
1073,Israel,2015,8777842,Ebola,31,8,22,91.39,10.65,31.6,14.1,62.1
1074,Israel,2016,8822273,Influenza,30929,34,29922,69.12,9.13,57.75,14.2,51.6
1075,Israel,2017,8846612,Yellow Fever,1640,63,1566,21.67,8.12,20.47,16.7,62.4
1076,Israel,2018,9065392,Yellow Fever,4488,291,3984,16.93,11.24,34.22,10.8,58.4
1077,Israel,2019,9002924,Hepatitis A,6734,4,6457,78.19,11.95,41.04,10.8,65.3
1078,Israel,2020,9431319,Malaria,44311,816,43223,52.93,11.52,52.11,17.4,62.0
1079,Israel,2021,9419453,Zika,3405,1,3403,75.33,10.25,27.38,19.1,55.1
1080,Israel,2022,9686331,Cholera,4109,81,4001,53.2,8.66,37.77,22.1,73.7
1081,Israel,2023,9635690,Yellow Fever,3409,127,3251,23.01,9.01,64.62,11.0,61.6
1082,Israel,2024,9489012,Cholera,9462,240,8815,58.05,9.07,35.39,23.5,42.0
1083,Israel,2025,9814504,Ebola,252,52,191,94.61,10.9,26.77,11.9,55.7
1084,Jordan,2007,9198552,Ebola,38,6,32,60.81,2.17,47.65,12.5,57.6
1085,Jordan,2008,8936658,Measles,9667,242,9248,65.85,4.27,26.2,18.5,40.1
1086,Jordan,2009,8875793,Yellow Fever,3574,281,3163,11.31,4.24,34.18,17.3,60.5
1087,Jordan,2010,9077461,Malaria,34748,842,33164,72.41,5.1,34.17,14.7,70.3
1088,Jordan,2011,9416827,Hepatitis A,2450,1,2382,78.71,6.4,56.25,11.1,70.3
1089,Jordan,2012,9299891,Malaria,10713,140,10257,69.21,6.58,62.26,14.5,68.9
1090,Jordan,2013,9636526,Influenza,4060,3,3991,70.07,6.24,23.03,17.8,53.5
1091,Jordan,2014,9435860,Malaria,27035,626,25713,77.77,5.12,45.53,22.0,46.7
1092,Jordan,2015,9415960,Zika,1977,0,1968,57.75,6.5,52.96,20.3,54.2
1093,Jordan,2016,9899339,Measles,13319,135,12927,75.62,4.61,56.42,22.1,70.0
1094,Jordan,2017,9815322,Measles,13016,227,12696,89.68,3.01,43.82,23.7,74.9
1095,Jordan,2018,9839064,Dengue,6642,47,6525,75.36,2.3,22.03,20.4,65.6
1096,Jordan,2019,10120020,Zika,3108,1,3032,86.45,6.11,45.91,17.3,69.4
1097,Jordan,2020,10233806,COVID-19,650963,9664,609608,5.14,3.61,48.81,24.3,60.1
1098,Jordan,2021,10354217,Dengue,13011,158,12223,59.46,4.65,63.87,12.1,58.2
1099,Jordan,2022,10103833,Hepatitis A,12210,24,12117,56.98,4.57,39.14,14.0,71.8
1100,Jordan,2023,10320831,Zika,4774,2,4714,82.15,2.84,60.12,10.5,62.5
1101,Jordan,2024,10692309,Zika,20,0,20,93.16,6.57,23.89,11.4,68.4
1102,Jordan,2025,10720722,Malaria,7868,101,7715,79.87,3.1,41.32,16.8,57.6
1103,Lebanon,2007,5849971,Hepatitis A,9320,12,9011,43.06,6.44,32.63,17.0,55.6
1104,Lebanon,2008,5879178,COVID-19,390572,2752,377779,0.0,3.76,22.92,17.4,42.0
1105,Lebanon,2009,6098631,Hepatitis A,336,0,336,66.34,2.4,30.7,16.0,43.8
1106,Lebanon,2010,6261717,Malaria,20052,338,19057,81.93,4.55,26.02,22.1,62.7
1107,Lebanon,2011,6180873,Ebola,478,121,336,52.31,6.53,43.01,23.9,55.3
1108,Lebanon,2012,6262399,Measles,4353,70,4206,75.61,6.0,39.9,21.1,66.8
1109,Lebanon,2013,6277511,Cholera,5513,132,5239,79.1,3.4,22.01,15.5,57.8
1110,Lebanon,2014,6243075,Cholera,8321,129,7970,64.42,3.62,53.75,22.3,67.2
1111,Lebanon,2015,6290415,Hepatitis A,7720,8,7515,54.49,6.88,45.85,14.4,72.0
1112,Lebanon,2016,6504577,Cholera,866,22,829,91.97,3.83,51.79,12.4,71.9
1113,Lebanon,2017,6494487,Influenza,25343,50,24032,52.47,2.88,24.07,22.8,65.8
1114,Lebanon,2018,6716739,Malaria,8275,134,7841,59.0,5.16,36.05,14.3,42.9
1115,Lebanon,2019,6907140,Ebola,351,53,284,55.77,6.99,30.26,21.4,69.3
1116,Lebanon,2020,6958858,Ebola,88,19,68,75.03,3.21,29.06,24.0,68.4
1117,Lebanon,2021,6923389,Yellow Fever,414,13,386,39.6,4.07,62.86,10.0,74.9
1118,Lebanon,2022,6844235,Yellow Fever,3282,235,3013,17.51,4.12,29.93,16.3,52.5
1119,Lebanon,2023,7159161,Dengue,8953,51,8766,61.75,3.8,59.68,12.1,68.3
1120,Lebanon,2024,7026742,Dengue,7186,75,7055,50.05,5.43,36.9,23.2,68.4
1121,Lebanon,2025,6943751,Measles,63,1,60,69.49,3.44,50.75,23.1,54.0
1122,Morocco,2007,32411145,Influenza,78032,155,76737,85.62,2.74,24.18,13.9,67.4
1123,Morocco,2008,31884065,Ebola,1438,359,1076,69.06,3.87,22.32,11.5,64.4
1124,Morocco,2009,31465687,Ebola,1937,634,1296,65.09,2.23,50.21,19.5,51.2
1125,Morocco,2010,33100667,Measles,7149,119,6936,84.74,2.98,38.19,10.8,46.8
1126,Morocco,2011,32781416,Influenza,154718,265,154242,62.49,2.18,34.18,13.8,65.8
1127,Morocco,2012,32438427,Hepatitis A,21219,25,20572,50.13,2.88,36.76,12.1,41.0
1128,Morocco,2013,34283662,Hepatitis A,64960,40,64223,53.38,4.99,35.1,22.9,63.8
1129,Morocco,2014,33515372,COVID-19,42405,553,40616,0.0,3.78,39.68,16.8,63.5
1130,Morocco,2015,34402480,Cholera,57058,1072,53664,70.95,2.33,41.96,23.5,73.6
1131,Morocco,2016,35368159,COVID-19,1376295,19059,1303736,0.0,6.74,61.57,15.9,65.2
1132,Morocco,2017,35069534,Cholera,53465,1549,49898,61.35,6.62,26.78,11.5,56.6
1133,Morocco,2018,36060159,Influenza,38519,68,37977,71.78,4.06,24.56,21.0,45.1
1134,Morocco,2019,35940650,Hepatitis A,7659,9,7453,50.82,4.31,21.32,10.3,68.2
1135,Morocco,2020,35047290,Ebola,3370,1197,2108,55.13,3.04,25.93,11.8,50.0
1136,Morocco,2021,35918990,Cholera,20096,517,19373,84.88,4.99,40.7,21.2,60.5
1137,Morocco,2022,36284184,Hepatitis A,52645,46,52367,62.55,6.95,21.15,20.2,59.3
1138,Morocco,2023,37313564,Cholera,26189,580,24612,44.47,3.13,32.25,14.1,56.7
1139,Morocco,2024,37814165,Yellow Fever,14853,998,13489,8.66,2.37,31.3,18.2,43.6
1140,Morocco,2025,38014212,Dengue,54752,766,52844,62.93,2.6,61.22,25.0,66.2
1141,Algeria,2007,38898274,Malaria,27947,321,27180,44.11,2.31,41.51,24.8,43.4
1142,Algeria,2008,40033598,Hepatitis A,56025,72,55087,86.62,2.08,26.09,23.6,63.4
1143,Algeria,2009,40462499,Dengue,45817,266,43422,51.72,4.18,58.21,15.5,53.3
1144,Algeria,2010,38809120,Yellow Fever,12785,441,11934,4.76,3.42,22.15,20.6,42.9
1145,Algeria,2011,39148093,COVID-19,712265,5615,703978,0.0,2.69,36.35,17.3,68.3
1146,Algeria,2012,40870261,Ebola,3899,835,2949,74.58,5.65,39.47,15.2,63.2
1147,Algeria,2013,40704863,Yellow Fever,3173,139,2993,34.96,4.38,49.85,11.2,70.1
1148,Algeria,2014,40759803,Measles,52556,512,49500,94.32,4.06,44.37,10.9,49.5
1149,Algeria,2015,41955667,Malaria,86243,1199,84376,40.72,3.39,34.7,12.3,46.7
1150,Algeria,2016,41768533,Hepatitis A,9969,8,9629,85.43,6.73,34.15,14.8,67.3
1151,Algeria,2017,41846889,Ebola,3919,1390,2412,65.54,3.2,25.74,18.1,69.8
1152,Algeria,2018,42103854,Dengue,25669,346,24986,65.82,4.05,40.44,21.0,62.0
